GTKode;Varkode2;Trinn;Definisjonsgrunnlag
M-A-06-28;FI;FI-a;[HV_AB, AN_0], ST_D, [DK_D, FI_0a]
M-A-06-29;HV;HV-B;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;HV;HV-B;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;AN;AN-0;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;ST;ST-F;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;DK;DK-B;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;DK;DK-B;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;FI;FI-y;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-29;FI;FI-y;[HV_AB, AN_0], ST_F, [DK_AB, FI_dy]
M-A-06-30;HV;HV-E;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;HV;HV-E;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;HV;HV-E;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;HV;HV-E;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;HV;HV-E;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;AN;AN-0;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;ST;ST-H;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;DK;DK-B;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;DK;DK-B;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;FI;FI-y;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-30;FI;FI-y;[HV_ABCDE, AN_0], ST_H, [DK_AB, FI_dy]
M-A-06-31;HV;HV-D;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;AN;AN-b;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;AN;AN-b;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;ST;ST-0;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;DK;DK-B;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;DK;DK-B;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;FI;FI-y;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-A-06-31;FI;FI-y;HV_D, AN_ab, ST_0, [DK_AB, FI_dy]
M-B-01-01;SA;SA-h;SA_fgh, [TV-ab]
M-B-01-01;SA;SA-h;SA_fgh, [TV-ab]
M-B-01-01;SA;SA-h;SA_fgh, [TV-ab]
M-B-01-01;SA;;SA_fgh, [TV-ab]
M-B-01-02;SA;SA-e;SA_de, TV-0
M-B-01-02;SA;SA-e;SA_de, TV-0
M-B-01-02;SA;;SA_de, TV-0
M-B-01-03;SA;SA-e;SA_de, TV-ab
M-B-01-03;SA;SA-e;SA_de, TV-ab
M-B-01-03;SA;;SA_de, TV-ab
M-B-01-04;SA;SA-c;SA_bc, TV-0
M-B-01-04;SA;SA-c;SA_bc, TV-0
M-B-01-04;SA;;SA_bc, TV-0
M-B-01-05;SA;SA-c;SA_bc, TV-ab
M-B-01-05;SA;SA-c;SA_bc, TV-ab
M-B-01-05;SA;;SA_bc, TV-ab
M-B-02-01;TV-AB;;TV-0
M-B-02-02;TV-AB;;TV-ab
M-B-03-01;TV-AB;;HV_A
M-B-03-02;TV-AB;;HV_B
M-C-01-01;SA;SA-e;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;SA;SA-e;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;TV;TV-b;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;TV;TV-b;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;HF;HF-d;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;HF;HF-d;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;HF;HF-d;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;HF;HF-d;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;HF;HF-d;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;IF;IF-b;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;IF;IF-b;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-01;IF;IF-b;SA_de, TV_ab, HF_0abcd, [IF_0ab] 
M-C-01-02;SA;SA-e;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;SA;SA-e;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;TV;TV-h;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;HF;HF-d;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;HF;HF-d;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;HF;HF-d;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;HF;HF-d;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;HF;HF-d;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;IF;IF-b;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;IF;IF-b;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-02;IF;IF-b;SA_de, TV_cdefgh, HF_0abcd, [IF_0ab] 
M-C-01-03;SA;SA-c;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;SA;SA-c;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;TV;TV-h;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;HF;HF-d;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;HF;HF-d;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;HF;HF-d;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;HF;HF-d;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;HF;HF-d;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;IF;IF-b;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;IF;IF-b;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-03;IF;IF-b;SA_bc, [TV_abcdefgh], HF_0abcd, [IF_0ab] 
M-C-01-04;SA;SA-e;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;SA;SA-e;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;SA;SA-e;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;SA;SA-e;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;TV;TV-h;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;HF;HF-z;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;IF;IF-b;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;IF;IF-b;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-04;IF;IF-b;SA_bcde, [TV_abcdefgh], HF_z, [IF_0ab] 
M-C-01-05;SA;SA-e;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;SA;SA-e;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;SA;SA-e;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;SA;SA-e;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;TV;TV-h;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;HF;HF-d;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;HF;HF-d;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;HF;HF-d;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;HF;HF-d;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;HF;HF-d;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-01-05;IF;IF-y;[SA_bcde, TV_abcdefgh, HF_0abcd], IF_y 
M-C-02-01;SA;SA-e;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;SA;SA-e;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;VF;VF-b;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;VF;VF-b;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;HF;HF-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;HF;HF-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;HF;HF-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;HF;HF-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;HF;HF-d;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-01;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-02;SA;SA-e;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;SA;SA-e;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;VF;VF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;VF;VF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;DL;DL-a;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;HF;HF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;HF;HF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;HF;HF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;HF;HF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;HF;HF-d;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;IF;IF-b;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;IF;IF-b;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-02;IF;IF-b;SA_de, VF_cd, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;SA;SA-e;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;SA;SA-e;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;VF;VF-f;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;VF;VF-f;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;DL;DL-a;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;HF;HF-d;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;HF;HF-d;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;HF;HF-d;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;HF;HF-d;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;HF;HF-d;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;IF;IF-b;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;IF;IF-b;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-03;IF;IF-b;SA_de, VF_ef, DL_a, HF_0abcd, [IF_0ab]
M-C-02-04;SA;SA-e;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;SA;SA-e;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;VF;VF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;VF;VF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;DL;DL-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;DL;DL-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;DL;DL-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;HF;HF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;HF;HF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;HF;HF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;HF;HF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;HF;HF-d;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;IF;IF-b;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;IF;IF-b;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-04;IF;IF-b;SA_de, VF_cd, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;SA;SA-e;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;SA;SA-e;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;VF;VF-f;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;VF;VF-f;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;DL;DL-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;DL;DL-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;DL;DL-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;HF;HF-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;HF;HF-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;HF;HF-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;HF;HF-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;HF;HF-d;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;IF;IF-b;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;IF;IF-b;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-05;IF;IF-b;SA_de, VF_ef, DL_bcd, HF_0abcd, [IF_0ab]
M-C-02-06;SA;SA-e;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;SA;SA-e;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;VF;VF-f;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;DL;DL-e;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;HF;HF-d;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;HF;HF-d;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;HF;HF-d;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;HF;HF-d;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;HF;HF-d;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;IF;IF-b;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;IF;IF-b;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-06;IF;IF-b;SA_de, VF_abcdef, DL_e, HF_0abcd, [IF_0ab]
M-C-02-07;SA;SA-c;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;SA;SA-c;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;VF;VF-b;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;VF;VF-b;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;DL;DL-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;DL;DL-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;DL;DL-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;DL;DL-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;HF;HF-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;HF;HF-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;HF;HF-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;HF;HF-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;HF;HF-d;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;IF;IF-b;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;IF;IF-b;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-07;IF;IF-b;SA_bc, VF_ab, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;SA;SA-c;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;SA;SA-c;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;VF;VF-f;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;VF;VF-f;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;VF;VF-f;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;VF;VF-f;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;DL;DL-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;DL;DL-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;DL;DL-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;DL;DL-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;HF;HF-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;HF;HF-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;HF;HF-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;HF;HF-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;HF;HF-d;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;IF;IF-b;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;IF;IF-b;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-08;IF;IF-b;SA_bc, VF_cdef, DL_abcd, HF_0abcd, [IF_0ab]
M-C-02-09;SA;SA-e;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;SA;SA-e;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;VF;VF-b;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;VF;VF-b;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;DL;DL-d;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;HF;HF-y;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-09;IF;IF-b;SA_de, VF_ab, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;SA;SA-e;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;SA;SA-e;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;VF;VF-f;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;VF;VF-f;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;VF;VF-f;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;VF;VF-f;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;DL;DL-d;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;DL;DL-d;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;DL;DL-d;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;DL;DL-d;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;HF;HF-y;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;IF;IF-b;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;IF;IF-b;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-10;IF;IF-b;SA_de, VF_cdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-11;SA;SA-e;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;SA;SA-e;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;VF;VF-f;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;VF;VF-f;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;VF;VF-f;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;VF;VF-f;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;DL;DL-e;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;HF;HF-y;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;IF;IF-b;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;IF;IF-b;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-11;IF;IF-b;SA_de, VF_cdef, DL_e, HF_y, [IF_0ab]
M-C-02-12;SA;SA-c;SA_bc, VF_abcdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-12;SA;SA-c;SA_bc, VF_abcdef, DL_abcd, HF_y, [IF_0ab]
M-C-02-12;VF;VF-f;SA_bc, VF_abcdef, DL_abcd, HF_y, [IF_0ab]
